Constant,Distance,Population,Pop_Square,Train,Flight
1,1.34771,2.84136,8.07331,0,6.5
1,0.07168,2.54937,6.49927,1,7.9
1,0.87144,3.05783,9.35033,1,1.1
1,0.38963,4.45182,19.8187,1,3
1,0.51567,3.66285,13.4165,1,3.5
1,0.40551,4.45182,19.8187,1,8.7
1,0.80051,6.34721,40.28705,1,17
1,1.38512,2.84136,8.07331,0,1
1,0.56474,0.59276,0.35137,0,1.3
1,0.53993,3.66285,13.4165,1,2.5
1,0.19495,0.17885,0.03199,0,1.7
1,0.12295,0.22282,0.04965,0,2.3
1,0.19649,0.13946,0.01945,0,2.5
1,0.22184,0.21206,0.04497,0,4.2
1,0.88814,0.1646,0.02709,0,4.5
1,1.34252,0.68069,0.46333,0,6.7
1,0.10903,0.61074,0.373,0,8.1
1,0.84189,0.73255,0.53662,0,1.3
1,0.35878,1.06649,1.13741,0,3.2
1,0.48478,0.87749,0.76998,0,3.7
1,0.37652,1.06649,1.13741,0,8.9
1,0.77104,1.52056,2.3121,0,17.2
1,1.38189,0.68069,0.46333,0,1.2
1,0.54752,0.142,0.02017,0,1.5
1,0.51371,0.87749,0.76998,0,2.7
1,0.09082,0.27238,0.07419,0,2.4
1,0.19831,0.17049,0.02907,0,2.6
1,0.14528,0.25923,0.0672,0,4.3
1,0.74556,0.20122,0.04049,0,4.6
1,1.51723,0.83209,0.69237,0,6.8
1,0.11182,0.74658,0.55738,0,8.2
1,1.03621,0.89548,0.80189,0,1.4
1,0.5531,1.30371,1.69966,0,3.3
1,0.67884,1.07266,1.1506,0,3.8
1,0.57133,1.30371,1.69966,0,9
1,0.96544,1.85877,3.45503,0,17.3
1,1.55294,0.83209,0.69237,0,1.3
1,0.73826,0.17359,0.03013,0,1.6
1,0.70864,1.07266,1.1506,0,2.8
1,0.12987,0.2124,0.04511,0,3.2
1,0.1137,0.32295,0.1043,1,4.9
1,0.7721,0.25068,0.06284,0,5.2
1,1.4645,1.03665,1.07464,0,7.4
1,0.09705,0.93012,0.86512,0,8.8
1,0.95415,1.11563,1.24463,0,2
1,0.47212,1.62422,2.63808,0,3.9
1,0.59687,1.33637,1.78588,0,4.4
1,0.49186,1.62422,2.63808,0,9.6
1,0.88363,2.31574,5.36264,0,17.9
1,1.50315,1.03665,1.07464,0,1.9
1,0.66978,0.21627,0.04677,0,2.2
1,0.63088,1.33637,1.78588,0,3.4
1,0.07926,0.20214,0.04086,0,5.1
1,0.7103,0.1569,0.02462,0,5.4
1,1.51142,0.64884,0.42099,0,7.6
1,0.22354,0.58216,0.33891,0,9
1,0.93906,0.69827,0.48758,0,2.2
1,0.47247,1.0166,1.03347,0,4.1
1,0.58894,0.83643,0.69962,0,4.6
1,0.49617,1.0166,1.03347,0,9.8
1,0.87033,1.44942,2.10081,0,18.1
1,1.55456,0.64884,0.42099,0,2.1
1,0.69648,0.13536,0.01832,0,2.4
1,0.63542,0.83643,0.69962,0,3.6
1,0.66641,0.23857,0.05692,0,7.1
1,1.56015,0.98657,0.97332,0,9.3
1,0.20839,0.88518,0.78355,0,10.7
1,1.01032,1.06173,1.12727,0,3.9
1,0.53729,1.54575,2.38934,0,5.8
1,0.65714,1.27181,1.61749,0,6.3
1,0.55985,1.54575,2.38934,0,11.5
1,0.94099,2.20386,4.857,0,19.8
1,1.60103,0.98657,0.97332,0,3.8
1,0.75286,0.20582,0.04236,0,4.1
1,0.69987,1.27181,1.61749,0,5.3
1,2.22171,0.7658,0.58644,0,9.6
1,0.85137,0.6871,0.47211,0,11
1,1.60542,0.82414,0.67921,0,4.2
1,1.17186,1.19985,1.43963,0,6.1
1,1.27732,0.9872,0.97457,0,6.6
1,1.19711,1.19985,1.43963,0,11.8
1,1.54162,1.71069,2.92645,0,20.1
1,2.26468,0.7658,0.58644,0,4.1
1,1.4043,0.15976,0.02552,0,4.4
1,1.33252,0.9872,0.97457,0,5.6
1,1.40556,2.84136,8.07331,0,13.2
1,0.78535,3.40806,11.61486,0,6.4
1,1.06325,4.96171,24.61852,0,8.3
1,0.98224,4.08238,16.6658,0,8.8
1,1.03693,4.96171,24.61852,0,14
1,0.81069,7.07418,50.04403,0,22.3
1,0.06924,3.16679,10.02856,0,6.3
1,0.8227,0.66066,0.43647,0,6.6
1,0.91518,4.08238,16.6658,0,7.8
1,0.943,3.05783,9.35033,1,7.8
1,0.46131,4.45182,19.8187,1,9.7
1,0.58734,3.66285,13.4165,1,10.2
1,0.4771,4.45182,19.8187,1,15.4
1,0.87207,6.34721,40.28705,1,23.7
1,1.44113,2.84136,8.07331,0,7.7
1,0.63243,0.59276,0.35137,0,8
1,0.61102,3.66285,13.4165,1,9.2
1,0.48315,5.33972,28.51263,1,2.9
1,0.35744,4.3934,19.30196,1,3.4
1,0.46596,5.33972,28.51263,1,8.6
1,0.07093,7.61314,57.95989,1,16.9
1,0.85051,3.40806,11.61486,0,0.9
1,0.36964,0.71099,0.50551,0,1.2
1,0.33556,4.3934,19.30196,1,2.4
1,0.12612,6.39624,40.91189,1,5.3
1,0.02642,7.77397,60.43456,1,10.5
1,0.41235,11.08378,122.85015,1,18.8
1,1.11274,4.96171,24.61852,0,2.8
1,0.24171,1.03511,1.07146,0,3.1
1,0.16297,6.39624,40.91189,1,4.3
1,0.11189,6.39624,40.91189,1,11
1,0.28679,9.11948,83.16486,1,19.3
1,1.03607,4.08238,16.6658,0,3.3
1,0.19256,0.85167,0.72533,0,3.6
1,0.07133,5.26268,27.69578,1,4.8
1,0.39504,11.08378,122.85015,1,24.5
1,1.08634,4.96171,24.61852,0,8.5
1,0.2153,1.03511,1.07146,0,8.8
1,0.14009,6.39624,40.91189,1,10
1,0.87375,7.07418,50.04403,0,16.8
1,0.3075,1.47582,2.17803,0,17.1
1,0.26523,9.11948,83.16486,0,18.3
1,0.87129,0.66066,0.43647,0,1.1
1,0.96798,4.08238,16.6658,0,2.3
1,0.12352,0.85167,0.72533,0,2.6
